,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2088,6784-XYJAE,0,0,0,0,36,1,1,2,0,0,1,0,0,0,1,0,0,55.8,1941.5,0
2089,3933-DQPWX,0,0,0,0,50,0,0,2,0,1,1,1,0,0,2,0,3,39.7,1932.75,0
2090,6661-EIPZC,0,0,1,1,48,0,0,2,0,0,0,1,0,0,0,1,3,29.5,1423.05,0
2091,8957-THMOA,0,0,0,1,50,1,0,0,0,0,0,0,0,0,2,0,3,20.15,970.85,0
2092,2251-PYLPB,1,0,1,0,72,1,1,2,1,1,1,1,0,1,2,0,3,79.55,5810.9,0
2093,5555-RNPGT,1,0,0,1,10,1,1,0,0,0,0,0,0,0,0,0,3,24.8,223.9,0
2094,1057-FOGLZ,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,1,19.65,391.7,0
2095,9300-RENDD,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,79.95,79.95,1
2096,0761-AETCS,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19.3,19.3,1
2097,8087-LGYHQ,1,0,0,0,9,1,0,1,0,0,1,0,1,1,0,1,0,94.05,811.65,0
2098,4137-BTIKL,1,0,0,0,2,1,1,1,1,0,0,0,0,1,0,0,1,90.75,174.75,0
2099,2190-BCXEC,0,0,1,0,40,1,1,1,0,0,0,1,0,0,0,1,3,78.85,3126.85,0
2100,6227-FBDXH,1,0,1,0,69,1,1,1,0,0,1,0,1,1,1,0,2,99.5,6841.45,0
2101,2153-MREFK,0,0,1,0,37,1,1,1,1,0,1,1,0,1,1,1,0,99.2,3754.6,1
2102,2911-WDXMV,1,0,0,1,18,1,1,1,0,0,1,0,0,0,0,1,3,80.55,1406.65,0
2103,7206-PQBBZ,1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,1,0,70.2,834.7,0
2104,3106-ULWFW,0,0,1,0,8,1,1,1,0,0,0,0,0,1,0,1,3,85.2,627.4,1
2105,0925-VYDLG,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,75.25,242.0,1
2106,4547-FZJWE,1,0,1,1,55,1,0,2,1,0,0,0,0,1,1,0,3,59.45,3157.0,0
2107,7422-WNBTY,1,0,1,0,33,1,1,1,0,1,1,0,0,1,0,1,0,93.35,3092.0,0
2108,0842-IWYCP,0,0,0,0,46,1,0,2,0,0,0,0,0,0,0,0,2,44.95,2168.9,0
2109,3521-HTQTV,1,0,0,0,34,1,1,0,0,0,0,0,0,0,2,0,2,26.1,980.35,0
2110,3744-ZBHON,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,20.2,65.95,0
2111,3373-DIUUN,1,0,1,1,30,1,0,0,0,0,0,0,0,0,2,0,1,21.25,711.9,0
2112,8383-SGHJU,0,0,0,0,33,1,1,2,1,0,0,1,0,0,1,0,0,59.4,1952.8,0
2113,7607-QKKTJ,1,0,1,1,45,1,1,1,0,1,1,0,0,1,1,1,3,95.0,4368.85,0
2114,7707-PYBBH,1,0,0,0,40,1,0,2,1,1,0,1,0,0,0,1,1,61.9,2647.1,0
2115,8984-HPEMB,0,0,0,0,71,1,1,1,1,1,1,1,1,1,2,1,0,118.65,8477.6,0
2116,4349-GFQHK,1,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,54.35,54.35,1
2117,4139-DETXS,0,0,1,1,72,0,0,2,1,1,1,1,1,1,2,0,2,64.45,4528.0,0
2118,9779-DPNEJ,0,0,1,1,22,1,0,1,0,0,0,0,0,1,0,1,0,80.15,1790.65,0
2119,9805-FILKB,1,0,1,1,46,1,0,0,0,0,0,0,0,0,1,1,2,20.2,845.6,0
2120,5793-YOLJN,0,0,1,1,55,1,0,0,0,0,0,0,0,0,2,0,1,21.0,1210.3,0
2121,0673-IGUQO,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20.45,20.45,0
2122,4123-FCVCB,0,0,0,0,12,1,1,2,0,0,0,1,1,1,1,1,1,75.85,854.45,0
2123,8819-IMISP,1,0,0,0,31,1,1,1,0,1,0,0,0,0,0,1,0,80.45,2429.1,0
2124,7802-EFKNY,1,0,1,0,5,0,0,2,0,0,0,0,0,0,0,1,0,24.95,100.4,1
2125,8311-UEUAB,0,0,1,1,67,1,1,2,1,0,0,0,1,1,2,1,0,75.5,5229.45,0
2126,5858-EAFCZ,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,44.45,44.45,0
2127,8035-BUYVG,1,0,1,0,40,0,0,2,1,1,1,0,0,0,1,1,0,42.35,1716.45,1
2128,1163-ONYEY,1,0,1,1,41,1,1,2,1,1,1,0,1,0,0,1,3,74.55,3023.55,0
2129,9787-XVQIU,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,75.3,75.3,1
2130,8945-MUQUF,1,0,0,0,51,1,1,1,1,1,0,0,1,0,1,1,0,94.8,4837.6,1
2131,5656-MJEFC,1,0,1,1,42,0,0,2,1,0,1,1,1,0,2,0,3,48.15,2032.3,0
2132,6082-OQFBA,1,0,1,1,23,1,0,0,0,0,0,0,0,0,1,0,1,19.65,436.9,0
2133,8051-HJRLT,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,70.55,70.55,1
2134,8974-OVACP,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20.15,20.15,0
2135,4010-YLMVT,0,0,0,0,56,1,1,1,1,1,0,0,1,1,0,1,3,106.6,5893.95,0
2136,1379-FRVEB,1,0,0,1,15,1,1,1,0,1,0,0,1,0,0,1,0,91.0,1430.05,0
2137,8612-GXIDD,1,0,1,1,12,1,1,0,0,0,0,0,0,0,2,1,2,25.4,313.0,0
2138,6288-CHQJB,0,0,1,1,54,1,0,2,1,0,1,1,0,1,2,0,2,69.95,3871.85,0
2139,8160-HOWOX,0,0,0,0,7,1,0,2,0,0,0,0,1,1,0,1,0,66.85,458.1,0
2140,3023-GFLBR,0,0,1,1,33,1,1,1,0,0,0,0,0,1,0,0,3,86.15,2745.7,1
2141,6648-INWPS,1,0,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,20.15,341.35,0
2142,4223-BKEOR,0,0,0,1,21,1,0,2,1,0,1,0,0,1,1,0,1,64.85,1336.8,0
2143,4079-VTGLK,1,1,1,0,30,1,1,2,0,0,1,0,1,1,2,0,0,74.85,2181.75,0
2144,1763-WQFUK,1,0,0,0,3,1,0,2,0,0,0,1,0,0,0,1,1,50.5,147.75,0
2145,1391-UBDAR,1,0,0,0,11,1,0,1,0,0,1,0,0,0,0,0,0,72.9,818.45,0
2146,8894-JVDCV,0,0,0,0,62,1,1,1,1,1,1,1,1,1,1,1,3,115.05,7133.45,0
2147,2023-VQFDL,1,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,19.0,348.8,0
2148,1345-GKDZZ,1,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,1,19.55,128.6,0
2149,2014-MKGMH,0,0,0,0,46,1,1,1,0,0,1,0,1,1,1,1,0,101.1,4674.4,0
2150,5628-FCGYG,1,0,0,0,21,1,1,1,0,0,0,0,0,1,0,1,0,84.1,1737.45,0
2151,2560-WBWXF,1,0,0,0,68,1,1,0,0,0,0,0,0,0,2,1,2,24.15,1498.85,0
2152,0248-IPDFW,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,50.1,50.1,0
2153,7978-DKUQH,0,0,1,0,25,1,0,1,0,0,1,0,0,0,0,1,0,74.6,1797.75,0
2154,4335-UPJSI,0,0,0,1,24,1,0,0,0,0,0,0,0,0,2,0,1,19.75,498.1,0
2155,0524-IAVZO,0,0,1,0,30,1,1,1,0,0,0,0,0,1,0,1,0,85.0,2624.25,1
2156,2737-YNGYW,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,80.55,184.1,1
2157,1784-EZDKJ,1,0,1,0,51,1,1,1,0,1,1,0,1,1,1,1,2,106.8,5498.8,0
2158,9297-FVVDH,0,0,1,1,57,1,1,2,1,0,1,1,1,1,2,1,0,84.5,4845.4,0
2159,8007-YYPWD,0,0,0,0,15,1,1,0,0,0,0,0,0,0,2,0,2,25.05,369.1,0
2160,7101-HRBLJ,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,2,83.7,6096.9,0
2161,5159-YFPKQ,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,75.8,160.75,1
2162,6635-CPNUN,1,0,1,0,28,1,1,1,0,1,1,0,1,0,0,0,3,96.6,2684.35,0
2163,4021-RQSNY,1,1,1,0,29,1,1,1,0,0,1,0,1,1,0,1,0,98.5,3004.15,1
2164,5453-YBTWV,1,0,1,1,70,1,0,1,1,1,1,1,1,0,2,1,3,101.1,6994.8,0
2165,5039-LZRQT,0,0,0,0,13,1,0,0,0,0,0,0,0,0,1,0,1,20.2,273.25,0
2166,2931-VUVJN,0,1,1,0,59,1,1,1,1,1,1,1,0,0,1,1,0,94.05,5483.9,0
2167,9061-TIHDA,1,1,1,0,13,1,1,1,0,0,0,0,1,1,0,1,0,95.25,1233.65,1
2168,8699-ASUFO,1,1,1,0,7,1,1,1,0,0,0,0,0,0,0,1,1,74.4,527.9,1
2169,6418-PIQSP,0,0,1,0,62,1,0,2,1,0,1,1,1,1,2,0,1,81.0,4985.9,0
2170,8220-OCUFY,0,0,0,0,21,1,0,2,1,0,1,1,0,0,1,1,0,60.25,1258.35,0
2171,3995-WFCSM,0,0,0,0,2,1,0,2,0,0,1,0,0,1,0,0,0,60.85,111.4,0
2172,1895-QTKDO,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,43.95,43.95,0
2173,2038-OEQZH,1,0,0,0,4,1,0,1,0,0,1,0,0,1,0,0,0,86.05,308.1,0
2174,1178-PZGAB,0,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,3,20.25,383.65,0
2175,7927-AUXBZ,0,0,0,0,30,1,0,1,0,0,0,1,1,0,0,0,0,85.15,2555.9,1
2176,2626-VEEWG,1,0,1,1,67,1,0,0,0,0,0,0,0,0,2,1,3,19.4,1284.2,0
2177,2878-RMWXY,1,1,1,0,72,1,1,1,1,1,1,0,0,1,2,1,3,102.65,7550.3,0
2178,1657-DYMBM,1,0,1,0,53,1,0,0,0,0,0,0,0,0,2,0,3,19.9,1110.05,0
2179,7311-MQJCH,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,19.55,99.6,0
2180,7375-WMVMT,1,1,1,0,71,1,0,1,0,1,1,1,0,1,2,1,3,95.5,6707.15,0
2181,1136-XGEQU,0,0,1,1,50,1,1,2,0,1,1,1,1,1,1,1,3,84.15,4164.4,0
2182,2530-FMFXO,1,0,1,1,56,1,1,1,0,0,1,1,1,1,2,1,0,103.2,5873.75,0
2183,6844-DZKRF,1,0,0,0,2,1,0,2,0,0,0,1,0,0,0,1,3,50.2,109.25,0
2184,4695-WJZUE,0,1,0,0,2,1,1,1,0,0,1,0,0,1,0,1,0,88.55,179.25,1
2185,7619-ODSGN,1,0,1,1,24,1,1,2,1,0,0,0,0,0,0,0,0,54.75,1338.15,1
2186,5970-GHJAW,1,0,1,1,46,1,0,0,0,0,0,0,0,0,2,0,3,19.95,862.4,0
2187,8879-XUAHX,1,0,1,0,71,1,1,1,1,1,1,1,1,1,2,1,0,116.25,8564.75,0
2188,3689-MOZGR,0,0,0,0,29,0,0,2,0,0,0,1,0,0,0,1,0,31.2,926.2,0
2189,4195-PNGZS,1,0,1,1,69,1,1,0,0,0,0,0,0,0,2,0,2,24.45,1718.2,0
2190,5003-XZWWO,1,0,1,0,71,1,1,2,0,1,1,1,1,1,2,0,3,84.2,5956.85,0
2191,3988-RQIXO,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,91.3,91.3,1
2192,7622-FWGEW,1,1,1,0,56,1,0,2,1,1,1,1,1,1,2,1,2,85.65,4824.45,0
2193,6922-NCEDI,1,0,0,1,56,1,0,0,0,0,0,0,0,0,1,1,1,21.2,1238.65,0
2194,2514-GINMM,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,79.5,79.5,1
2195,9891-NQDBD,0,0,1,0,28,1,1,0,0,0,0,0,0,0,1,0,1,25.55,672.2,0
2196,6131-IUNXN,0,0,1,1,19,1,0,0,0,0,0,0,0,0,0,0,1,20.2,382.2,0
2197,8548-AWOFC,1,0,1,0,66,1,1,2,0,0,0,1,0,1,0,0,0,63.85,4264.6,0
2198,9798-DRYDS,0,0,1,1,17,1,1,2,0,0,1,1,0,0,1,1,1,61.95,1070.7,0
2199,8532-UEFWH,1,0,1,1,52,1,1,0,0,0,0,0,0,0,2,0,1,25.75,1345.85,0
2200,6296-DDOOR,0,0,0,0,19,1,0,2,0,1,0,0,1,0,1,0,0,58.2,1045.25,0
2201,7951-VRDVK,0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,0,2,85.85,3003.55,0
2202,5931-FLJJF,1,1,1,0,7,1,0,1,0,0,0,0,0,0,0,1,1,70.1,467.55,1
2203,4815-YOSUK,1,0,1,1,72,1,1,1,1,1,1,1,0,1,1,1,3,104.9,7537.5,0
2204,2659-VXMWZ,1,0,1,1,67,1,1,1,1,1,1,0,1,1,1,1,0,111.3,7482.1,1
2205,0380-NEAVX,1,1,0,0,34,1,0,1,0,1,1,0,1,1,1,1,0,99.85,3343.15,0
2206,3207-OYBWH,1,1,1,0,57,1,1,1,0,1,1,0,0,1,0,1,2,95.25,5427.05,1
2207,4285-GYRQC,0,0,1,0,7,1,0,1,0,0,1,0,1,0,0,1,0,86.25,587.1,1
2208,7216-EWTRS,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,100.8,100.8,1
2209,4365-MSDYN,1,0,1,0,8,1,0,0,0,0,0,0,0,0,0,1,2,19.55,161.15,0
2210,7036-TYDEC,0,0,0,0,69,1,1,1,0,0,1,1,1,1,2,0,0,104.0,7028.5,0
2211,5802-ADBRC,0,0,1,0,50,1,1,1,1,0,1,0,1,1,1,1,1,104.4,5232.9,0
2212,8076-FEZKJ,1,0,0,0,10,1,0,0,0,0,0,0,0,0,1,0,1,19.5,225.85,0
2213,5197-YPYBZ,0,0,1,1,12,1,1,0,0,0,0,0,0,0,2,0,3,25.25,274.7,0
2214,8337-MSSXB,0,0,0,0,14,1,0,1,0,1,0,0,0,1,0,1,0,86.3,1180.95,1
2215,4312-GVYNH,0,0,1,0,70,0,0,2,1,0,1,1,0,1,2,1,2,49.85,3370.2,0
2216,8495-LJDFO,0,1,0,0,64,1,1,1,1,0,1,1,1,1,0,1,2,108.95,7111.3,0
2217,0839-JTCUD,0,0,1,1,66,1,1,2,1,1,1,1,1,1,2,0,3,89.9,5958.85,0
2218,5494-WOZRZ,0,0,1,1,71,1,0,2,1,0,1,1,1,1,2,1,3,82.0,5999.85,0
2219,1302-UHBDD,1,1,0,0,20,1,0,1,0,0,0,0,1,1,0,0,0,89.95,1648.45,0
2220,2234-EOFPT,1,0,1,0,72,1,0,2,1,1,0,1,1,1,2,1,2,79.35,5753.25,0
2221,8619-IJNDK,0,0,1,1,71,1,0,2,1,1,1,1,0,0,2,0,3,64.05,4492.9,0
2222,8378-LKJAF,1,0,1,1,38,1,1,1,0,0,1,0,1,1,0,1,3,101.15,3956.7,0
2223,8182-BJDSI,0,0,0,0,28,1,1,1,0,1,0,0,0,1,0,1,0,89.95,2625.55,1
2224,2528-HFYZX,1,1,1,0,17,1,0,1,0,1,0,0,0,0,0,1,0,76.45,1233.4,1
2225,1153-GNOLC,1,0,0,0,33,0,0,2,0,1,0,0,1,0,1,1,0,39.1,1309.0,0
2226,3298-QEICA,0,0,1,1,23,0,0,2,1,0,0,1,0,0,2,0,1,34.6,813.45,0
2227,0788-DXBFY,1,0,1,1,58,1,0,0,0,0,0,0,0,0,1,1,0,19.55,1108.8,0
2228,3597-YASZG,0,1,1,0,70,1,1,1,0,1,0,1,1,1,2,1,2,104.45,7349.35,0
2229,3496-LFSZU,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,70.5,294.2,0
2230,5242-UOWHD,1,0,1,1,45,1,0,0,0,0,0,0,0,0,2,0,1,20.35,929.2,0
2231,2482-CZGBB,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,1,0,70.0,740.0,1
2232,6479-SZPLM,1,0,1,1,36,1,0,0,0,0,0,0,0,0,2,0,3,19.45,754.5,0
2233,8097-VBQTZ,1,0,0,0,54,1,0,2,1,1,0,1,1,0,0,1,1,69.9,3883.3,0
2234,4500-HKANN,1,0,1,1,23,1,1,2,0,1,0,1,0,0,2,0,1,59.7,1414.2,0
2235,9917-KWRBE,0,0,1,1,41,1,1,2,1,1,1,0,1,0,1,1,3,78.35,3211.2,0
2236,3420-ZDBMA,1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,1,71.45,371.6,0
2237,2212-LYASK,1,0,1,1,27,0,0,2,0,1,1,0,0,1,1,1,3,45.85,1246.4,0
2238,1393-IMKZG,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,95.85,95.85,0
2239,8069-RHUXK,0,0,1,1,67,0,0,2,1,0,0,1,0,0,2,0,3,35.7,2545.7,0
2240,3398-GCPMU,0,1,1,1,72,1,1,2,1,1,1,1,1,1,2,1,3,89.55,6448.85,0
2241,2908-WGAXL,0,0,1,1,56,1,1,0,0,0,0,0,0,0,2,1,3,24.95,1468.9,0
2242,3378-AJRAO,1,0,1,1,44,1,1,0,0,0,0,0,0,0,1,0,0,24.85,1013.6,0
2243,1013-QCWAM,0,1,1,0,66,1,1,1,0,1,0,0,1,1,0,1,0,100.8,6690.75,0
2244,0866-QLSIR,0,0,0,0,34,1,1,2,1,1,0,1,0,0,1,1,1,64.4,2088.75,1
2245,6050-FFXES,0,0,1,0,69,1,1,1,0,0,1,1,1,1,2,0,2,105.35,7240.65,0
2246,7181-BQYBV,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,102.45,102.45,1
2247,0362-RAOQO,0,0,0,0,40,1,0,0,0,0,0,0,0,0,2,0,3,19.65,830.25,0
2248,9554-DFKIC,1,0,1,1,30,1,1,2,1,0,0,0,0,0,0,1,2,54.45,1588.7,0
2249,5527-ACHSO,0,0,0,0,11,1,0,2,0,0,0,1,1,1,0,0,1,70.5,829.3,0
2250,0829-DDVLK,0,0,0,0,15,1,0,0,0,0,0,0,0,0,1,0,3,20.1,302.45,0
2251,1399-UBQIU,1,0,0,0,11,1,0,2,0,0,1,0,1,1,0,1,0,69.35,712.25,0
2252,1813-JLKWR,0,0,1,1,64,1,0,0,0,0,0,0,0,0,1,0,2,19.8,1336.65,0
2253,0336-PIKEI,1,1,1,0,72,1,0,2,1,1,1,1,1,0,2,0,2,74.4,5360.75,0
2254,7322-OCWHC,1,1,1,0,72,1,1,1,1,1,1,1,0,0,2,1,2,93.05,6735.05,0
2255,9537-VHDTA,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,1,51.2,51.2,0
2256,4957-TIALW,0,0,0,1,15,1,0,2,1,1,1,1,0,0,1,0,3,65.6,1010.0,0
2257,2054-PJOCK,0,0,0,0,60,1,1,2,0,0,1,1,1,1,1,0,3,80.55,4847.05,0
2258,9150-HEPMB,1,0,0,0,56,1,0,2,1,0,1,0,0,0,1,0,1,52.7,3019.7,0
2259,9030-QGZNL,0,0,0,0,8,1,0,0,0,0,0,0,0,0,2,0,1,20.85,161.65,0
2260,6204-IEUXJ,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,0,3,80.1,217.55,1
2261,3126-WQMGH,0,0,1,0,49,1,1,2,0,0,0,0,0,0,0,1,3,52.15,2583.75,0
2262,4529-CKBCL,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,80.2,146.05,1
2263,2506-CLAKW,0,0,0,0,6,1,0,1,1,1,1,1,0,1,0,1,2,98.15,567.45,1
2264,7176-WRTNX,1,0,0,0,70,1,1,1,1,1,1,1,1,1,2,1,2,114.95,7711.25,0
2265,1583-IHQZE,1,0,0,0,12,1,1,1,0,1,1,1,1,1,0,1,1,112.95,1384.75,1
2266,5732-IKGQH,1,1,1,0,52,1,0,1,1,0,1,1,1,1,1,1,2,104.45,5481.25,0
2267,9239-GZHZE,0,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,3,113.65,8124.2,0
2268,7205-BAIAD,0,0,0,0,40,1,0,0,0,0,0,0,0,0,2,1,2,20.6,827.3,0
2269,0151-ONTOV,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,70.9,70.9,1
2270,4140-MUHUG,0,1,0,0,3,1,0,1,0,0,1,0,1,0,0,1,0,86.85,220.95,1
2271,0093-EXYQL,0,1,0,0,40,1,0,1,0,0,0,0,1,1,0,1,0,91.55,3673.6,0
2272,8064-RAVOH,1,0,0,1,1,1,0,2,0,0,1,0,0,0,0,1,0,49.85,49.85,0
2273,0219-QAERP,1,0,1,0,30,1,0,0,0,0,0,0,0,0,1,0,3,19.8,576.65,0
2274,0320-JDNQG,1,0,1,1,23,1,0,1,1,0,0,1,1,1,0,1,0,99.85,2331.3,1
2275,7180-PISOG,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,74.5,74.5,1
2276,9168-INPSZ,0,1,1,0,44,1,1,1,0,0,1,1,1,1,0,0,0,104.15,4495.65,0
2277,3571-RFHAR,1,0,0,0,65,1,1,1,0,1,1,1,1,1,0,1,0,109.15,6941.2,1
2278,0015-UOCOJ,0,1,0,0,7,1,0,2,1,0,0,0,0,0,0,1,0,48.2,340.35,0
2279,5334-AFQJB,1,1,0,0,72,1,1,0,0,0,0,0,0,0,2,1,3,25.1,1789.9,0
2280,2754-SDJRD,0,1,0,0,8,1,1,1,0,0,0,1,1,1,0,1,3,100.15,908.55,0
2281,9578-VRMNM,0,0,0,0,16,1,1,2,0,0,1,0,0,1,0,1,3,65.2,1043.35,1
2282,1587-FKLZB,1,1,1,1,66,1,1,1,0,0,1,0,1,1,0,1,3,99.5,6822.15,1
2283,6140-QNRQQ,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,71.55,71.55,1
2284,8963-JLGJT,1,0,0,1,3,1,0,2,1,0,1,0,0,0,0,0,1,55.9,157.55,0
2285,4307-KTUMW,1,0,1,0,53,1,1,1,1,0,1,0,0,1,0,0,0,93.9,5029.2,1
2286,1465-LNTLJ,1,1,1,0,8,1,0,2,0,0,1,1,0,1,0,1,3,64.4,581.7,0
2287,5440-FLBQG,1,1,1,0,69,1,1,1,0,1,1,1,1,1,2,1,2,108.4,7318.2,1
2288,2135-DQWAQ,0,0,0,0,5,1,0,1,0,1,0,0,1,0,0,1,1,85.3,420.45,0
2289,4056-QHXHZ,0,0,1,1,72,1,1,1,1,0,1,1,1,1,2,0,1,107.45,7576.7,0
2290,7470-MCQTK,0,0,1,0,13,0,0,2,0,0,1,0,1,1,0,1,2,48.75,633.4,1
2291,7488-MXJIV,0,0,0,0,4,1,1,1,0,0,0,0,1,0,0,1,0,85.65,321.65,1
2292,7401-JIXNM,0,0,1,1,54,1,1,2,1,1,1,1,1,1,2,0,3,91.3,4965.0,0
2293,9339-FIIJL,1,0,1,0,72,1,1,2,0,1,1,1,1,1,2,0,2,85.95,6151.9,0
2294,2027-FECZV,1,0,0,0,12,1,1,1,0,1,1,0,1,1,0,1,0,106.7,1253.9,1
2295,2672-DZUOY,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,25.15,25.15,1
2296,4706-DGAHW,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,45.2,45.2,0
2297,3870-MQAMG,0,0,1,0,54,1,1,1,0,1,1,1,1,1,1,0,0,110.35,5893.15,1
2298,6670-MFRPK,1,0,1,1,69,1,1,1,0,0,1,0,0,0,2,1,3,79.2,5420.65,0
2299,6177-PEVRA,0,0,0,0,48,1,0,2,1,1,0,0,0,0,2,0,3,55.5,2627.35,0
2300,4800-CZMPC,0,0,1,1,48,1,1,1,1,1,0,0,1,1,1,1,3,103.25,5037.55,1
2301,4813-HQMGZ,0,0,1,0,8,1,1,1,0,0,0,1,0,1,0,1,0,90.25,743.75,0
2302,7579-KKLOE,1,0,1,1,71,1,1,2,1,1,1,1,1,1,2,1,1,91.25,6589.6,0
2303,7377-DMMRI,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,1,0,47.8,92.45,1
2304,8402-EIVQS,1,0,1,0,67,1,0,1,1,1,0,0,1,1,1,1,3,100.9,6733.15,0
2305,4947-DSMXK,1,0,1,1,34,1,1,1,0,1,0,0,1,1,0,1,2,97.7,3410.0,0
2306,7245-NIIWQ,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,69.85,199.85,0
2307,0002-ORFBO,0,0,1,1,9,1,0,2,0,1,0,1,1,0,1,1,1,65.6,593.3,0
2308,3324-OIRTO,1,0,1,1,71,1,0,1,1,1,1,0,1,1,1,1,2,104.65,7288.4,0
2309,5414-OFQCB,1,0,0,0,57,1,1,1,0,0,0,1,1,0,2,1,3,90.45,5229.8,0
2310,4967-WPNCF,1,0,0,0,72,0,0,2,1,1,1,1,1,1,2,1,2,63.7,4464.8,0
2311,8552-OBVRU,0,1,1,1,48,1,0,1,1,0,1,1,1,1,0,1,0,104.5,5068.05,0
2312,8499-BRXTD,1,0,0,0,18,1,0,0,0,0,0,0,0,0,1,0,1,20.1,401.85,0
2313,9154-QDGTH,1,0,1,1,43,1,1,1,0,0,1,1,1,1,1,1,3,104.3,4451.85,0
2314,8197-BFWVU,0,0,1,1,72,1,1,2,1,1,1,1,1,1,2,1,2,93.25,6688.95,0
2315,2577-GVSIL,1,0,1,1,35,1,1,2,0,0,0,1,1,1,1,1,2,73.45,2661.1,0
2316,9367-OIUXP,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,20.7,73.05,0
2317,6770-UAYGJ,0,0,1,1,49,1,1,0,0,0,0,0,0,0,2,0,1,25.25,1211.65,0
2318,6463-HHXJR,0,0,1,1,71,1,1,1,1,1,1,0,1,0,2,0,2,100.5,7030.65,0
2319,7928-VJYAB,1,0,1,1,11,1,0,1,0,0,0,0,1,1,0,0,0,90.6,1020.2,0
2320,1187-WILMM,1,0,1,1,63,1,1,2,1,1,1,1,1,1,2,1,3,89.4,5597.65,0
2321,9776-OJUZI,0,1,0,0,65,1,1,1,0,1,1,0,1,0,0,1,2,95.45,6223.3,0
2322,1306-RPWXZ,0,0,0,1,49,1,0,0,0,0,0,0,0,0,2,0,3,20.45,1024.65,0
2323,8949-JTMAY,0,0,0,0,29,1,1,1,0,0,1,0,1,1,0,1,3,98.6,2933.2,1
2324,2774-LVQUS,0,1,1,0,15,1,1,1,0,0,1,1,0,0,0,1,0,83.05,1258.3,1
2325,3097-PYWXL,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,1,0,19.95,82.9,0
2326,2266-SJNAT,0,0,1,0,72,1,1,1,0,1,1,1,1,1,1,0,3,109.15,7789.6,0
2327,0869-PAPRP,0,1,1,0,26,1,0,1,0,0,1,0,1,0,0,1,3,85.7,2067.0,0
2328,4238-JSSWH,0,1,1,0,35,1,1,1,0,0,1,0,1,1,0,0,2,102.05,3452.55,0
2329,2972-YDYUW,0,0,0,0,57,1,1,1,0,1,0,1,0,1,1,0,0,94.7,5468.95,0
2330,1104-FEJAM,1,0,1,1,28,1,1,2,0,1,0,0,0,1,0,0,0,64.4,1802.15,0
2331,2809-ILCYT,0,0,1,0,25,1,1,0,0,0,0,0,0,0,1,1,1,26.8,733.55,0
