default,student,balance,income
No,No,1391.0338086117567,51881.818672517824
No,No,1338.8845967921425,32500.584874045628
No,No,78.7825536317007,37605.45251253903
No,No,764.6451796190023,49100.94838085792
No,No,602.6168776809218,56017.12753740024
No,No,834.6900594775934,42468.91366464552
No,No,1391.5165906913348,30152.80387254236
Yes,No,1823.7514257788023,53526.35641094757
No,No,1010.0707592746296,39456.90833594499
No,Yes,1069.800340456039,14736.146997480584
No,No,1116.0657710507924,37074.06136665012
No,No,428.40228394788824,36340.65107088198
No,No,147.48857517285694,44482.26877865772
No,Yes,689.5191950038734,15600.047366136274
No,No,939.4207167996082,55360.03312243428
No,Yes,591.1402653031857,19937.022568518805
No,No,1139.264364234534,41869.31866730964
No,No,500.64925119635,31353.750016773818
No,No,1109.4086156587834,64213.192485268475
No,Yes,733.928448994375,28105.606198849233
No,No,687.9567922166507,40354.216042240456
No,No,118.59845093147908,35974.7640052522
No,No,0,42009.041824715525
No,No,634.8650438294638,49681.22453315455
No,No,615.471254254668,38161.65570352159
No,No,457.95774363376125,36211.19498610061
No,Yes,854.149364662585,12843.43651311658
No,No,770.9545178232884,42673.993149588314
No,Yes,0,24283.335982387507
No,No,58.443897797473255,44838.694989338095
Yes,Yes,1893.6643342682983,21526.350627068183
No,No,768.0436339271253,35951.1246696067
No,No,336.24241726143936,46279.525863271185
No,No,852.9713398806668,42773.77146030025
No,Yes,1300.7079241369927,13675.520182645956
No,No,743.5160764733233,33764.57181210503
No,No,293.452357466707,38528.44736405242
No,Yes,1472.948461406648,23877.592659067246
No,No,756.1601308577006,52778.05362521843
No,No,465.4956001721769,42358.161541564
No,Yes,1041.438742691123,24847.88120337254
No,No,709.7382874022272,46363.34367035121
No,No,427.1176899780975,34193.16092534326
No,No,612.2257761749727,60323.35726722936
No,No,1322.1528542972392,47892.8899845687
No,No,673.7476812258984,25013.063140256054
Yes,No,1135.0473494721077,48982.22585203804
No,Yes,509.61294011827164,21928.910990400884
No,No,113.66902403281085,38513.33228942583
No,Yes,560.4317643964969,24511.21021392384
No,No,1163.7360101621641,32467.748042010528
No,No,133.50891418028266,49516.34082739163
No,No,897.4202656577725,36296.74813841193
No,Yes,793.5627843760541,13446.056290625429
No,No,942.7868536426115,27736.645119743174
No,No,953.8070083624114,40908.40611806613
No,No,814.2436789469831,29631.110065949848
No,No,1387.7044687363718,26863.172327256805
No,Yes,601.3457190443766,15897.13799863489
No,No,656.5227012534704,34229.374103209644
No,Yes,1790.5440924589768,21938.209232229598
Yes,Yes,1925.9827948119196,17763.350303372932
No,No,0,16834.802707864113
No,No,310.1186424592616,31445.771084688422
No,Yes,956.720391942074,14464.807383165871
No,No,205.17319784937695,47284.25350516267
No,Yes,1572.8037780343382,24557.352113831974
No,Yes,1455.684182422278,14822.833056563648
No,Yes,1011.4588142946878,28316.75760848511
No,No,413.5990057946622,31466.22059253405
No,Yes,0,19281.714657235876
No,No,377.19384535777186,41901.847366319096
No,No,0,51480.38735123269
No,Yes,0,13407.758588234996
No,Yes,527.0560852472174,22986.28382132028
No,Yes,1470.3308342629734,15752.681792167054
No,No,776.56835738045,54662.51600041753
No,No,1096.2036683701372,41016.21822737673
No,No,130.45291025962013,46094.07715021903
No,No,1331.6073092567904,27665.675470212394
No,Yes,598.0818313184839,12385.824076054636
No,No,177.01086508175445,53545.015113435744
No,No,937.0330528362172,27174.5267042589
No,No,0,46581.36178313052
No,Yes,970.2107314242799,19245.19815775682
No,No,268.87949151699047,48006.150043852096
No,Yes,708.9778282846919,15968.91655695846
No,No,596.0091827373485,32983.543503970475
Yes,Yes,1944.677458621003,13026.046733435844
No,Yes,1805.2930711196009,10405.426660348388
No,No,405.38804384492016,28493.350721898358
No,No,849.1290111010005,26970.73609498899
No,No,988.4077152723088,32458.769370572096
Yes,Yes,2261.8481616666604,20030.165119409554
No,No,1221.5997638931826,40865.31288751206
No,No,1057.3564000395077,45099.091594587815
No,Yes,292.30002090730704,17321.227121955904
No,Yes,940.0797320795062,18581.577182538414
No,No,368.196933199287,32107.67872020624
No,No,703.3860083884942,38419.413828215176
No,No,1018.2212595671737,39893.30286818443
No,No,240.22561205609702,25042.40172788537
No,Yes,446.6348474500679,18309.790737769083
No,No,1277.7933806201868,35620.15600225367
No,No,519.5840263507876,30546.86437381742
No,No,933.5212000549543,40378.42312412761
No,Yes,1074.5778705566765,18574.353733575314
No,Yes,1697.7539888311367,19021.067700056363
No,No,1240.6647070223773,46148.19746808973
No,No,573.5848026429768,54427.921147645146
No,No,486.05701396565763,54794.392196154295
No,No,455.34841668287214,41378.99712418941
No,No,1110.4399304595524,39311.53451811266
No,No,1225.0655524878282,49090.36931159349
No,No,286.2582428308212,28838.321308793475
No,No,1444.630476902739,40364.55587776016
No,No,1031.0445878922806,38199.0467920706
No,Yes,382.00327626832734,19951.721719584504
No,No,1337.3132659054988,41529.552050784274
No,No,463.9018129085503,39626.76942682471
No,No,948.7779786641308,24094.78648921086
No,No,626.5161418904415,49207.001302772
No,No,350.0715602255004,45354.74618707996
Yes,Yes,1492.9634210153458,11054.06843857584
No,No,847.635895494919,33199.375381115846
No,No,241.9407399495197,47843.07973775434
No,No,616.5386778026057,31925.183242012103
No,No,733.4148452830549,36724.89330647744
No,No,1100.9728815407698,50237.25781800614
No,No,665.6278337056034,55093.38239870941
No,No,174.93548498057407,55044.37007450053
No,No,124.22729692852249,51265.54619922866
No,No,344.5450091048459,38463.68526009142
No,No,954.9482703043319,42963.66173355136
No,No,1629.325935619741,44911.64353012412
No,No,913.0449190028498,31841.634970287298
No,No,1306.8430233515026,49036.74169597903
No,Yes,2308.8932357928916,19110.266412463563
No,No,1042.4203896692948,58234.766470505034
No,No,1264.875626447007,44359.06061515269
No,Yes,1348.6454558278501,21789.382224735757
No,No,1256.8922884384235,23100.00949958062
No,No,1046.6315534026196,45717.62805066081
No,No,0,22535.50635625097
No,No,432.655426473308,22986.931753364235
No,No,563.150191515129,43028.597200306045
No,No,721.0934339215718,41411.14368084597
No,No,741.5927597699297,24393.315951823133
No,No,1071.3053474038306,19529.035186605757
No,Yes,1589.6385984375424,22541.89203275519
No,No,1194.597578672016,38222.50610576338
No,No,269.58791879417396,38650.34608817265
No,Yes,455.59902626874725,20549.134829371837
No,Yes,795.5407915467166,10257.67248667712
No,No,595.3688043298984,31418.81566627819
No,Yes,539.8347930885018,13119.685854915286
Yes,No,1322.7239790278104,23229.909133773122
No,No,1267.2957912867105,36784.83699371508
No,No,1091.999737694201,34704.512288981
No,Yes,951.7855505686452,14354.63487849186
No,Yes,559.4983021100458,16994.578672096937
No,Yes,1222.1413268858144,9080.145700146277
No,Yes,1026.104495040493,20991.396427373507
No,No,1140.5942087561782,25116.66828792168
No,No,556.4448382508001,39707.10878515662
No,Yes,306.610770383547,11511.884220251397
No,No,1271.2509858654557,42533.26766422947
No,No,333.0727082989201,61508.756555749686
No,No,1174.5195060021947,23942.205774518305
No,No,473.9614391256989,35133.07040731268
Yes,Yes,1724.9632322337302,22170.687340563207
No,Yes,1056.770650987287,14194.658998709332
No,No,841.7346630047144,38023.33074351848
No,No,590.8781726446418,52977.641978117055
No,Yes,1070.6663605464528,19312.840601670898
No,No,914.9723795357406,52871.324365822984
No,No,1130.5128989372806,35071.673379527165
Yes,No,1706.9568408877703,21738.7963336109
No,No,839.325506864637,43909.00395579662
No,Yes,330.9361078880821,21272.30738200227
No,Yes,762.5850192808475,24738.118447560715
No,No,986.818165877003,32386.16235872096
No,No,916.0730000880857,42201.82059823548
No,No,1263.6767875162059,25695.48137129789
No,No,0,42118.19665840117
No,No,441.00878639551786,47707.125176151196
No,No,349.054411370492,46698.02742579064
No,No,423.9854717040957,37979.785325631216
No,Yes,1295.0297126494115,21717.469548855177
No,No,681.7244754894144,31153.637542139804
No,No,1153.02130969969,20586.278109241088
No,No,1470.342592701384,26136.74368794535
No,Yes,1040.8733111494535,12177.03895848144
No,No,1007.2686794319336,28245.320075238662
No,No,667.144583247857,44863.068985738195
No,Yes,634.6799701870673,17023.682864714094
No,No,298.70451662012925,39599.66157933863
No,No,909.4842199967302,48358.44096660822
Yes,Yes,1737.5378148733173,20974.034594177563
No,No,203.26381719314656,46518.13241125849
No,Yes,0,19750.396221570853
No,Yes,1889.678318983562,14756.900018162461
Yes,No,1558.4634712215698,41648.32617277195
No,No,1201.9275389984195,45382.61356605112
No,No,1051.6044072387915,47529.21731304983
No,No,641.5253832154069,18350.73341856092
No,No,883.9070730447844,41668.10620215134
No,Yes,953.8090470214192,18241.741438697714
No,Yes,1168.8955450570559,14970.870086781004
No,No,431.3307401070288,58551.893258289085
No,Yes,1291.91526301142,17910.064605209467
No,Yes,335.35794787611655,5118.745551436548
No,No,30.824450098848843,35960.60601923275
No,Yes,1119.237574419138,15214.11562704352
Yes,Yes,1812.0799980273555,17962.27015933261
No,No,385.69083873011533,44650.782961203484
No,Yes,651.5500049363486,17743.065615992215
No,No,1717.4950250977809,38791.057637777085
No,Yes,1181.513221449086,11784.802259277374
No,No,745.2795147164509,34704.620246901075
No,Yes,1453.3097466804943,15183.729218149565
No,Yes,1333.0974714011577,29363.97174146484
No,Yes,571.8863591397036,15632.769277229138
No,No,494.6532293663093,40377.66835948538
No,No,163.5826085027877,58220.78046522897
No,Yes,1371.4683715453766,24248.551961558405
No,No,1129.2026587450941,40688.635591743696
No,No,0,53663.16668069502
No,No,84.85654884411974,53760.46525685163
No,No,681.4512394544838,48892.5246942349
No,Yes,1366.4775337555395,11268.774333045443
No,No,82.0884565037652,27357.599930502452
No,No,602.9962260803868,33888.40918798325
No,No,176.32319984023002,54798.698753401615
No,Yes,713.7991564683167,20676.905185814772
No,No,137.72461665681328,44747.32768364554
No,No,159.97347308843985,30567.80131373617
Yes,Yes,1956.9239058978833,15574.389976252038
No,No,183.5763821918548,51149.28157287704
No,No,975.3354848920472,50751.0385898927
No,No,0,44216.92937768469
No,No,424.28579701662295,35675.7411016182
No,No,1477.6692068162452,42011.80796233609
No,Yes,1211.3636480996606,14186.388665094646
No,No,903.5493047303625,46971.56216970521
No,Yes,1076.2335871982148,18096.701481113352
No,No,988.6678179711841,28486.33975224888
No,No,1311.0888031796446,32797.989915747996
No,No,0,40056.69265707702
No,No,289.32990827639657,45559.17639265214
No,No,22.537175232150503,59536.2756235063
No,Yes,287.60741325577703,24440.225195352603
No,No,25.82837121268983,22720.09454256652
No,Yes,725.7933680530498,23202.963960300163
No,Yes,1137.0283179117623,25117.762974412304
No,No,1335.1155521740047,30115.154963659483
No,No,1193.6769733219487,34360.909500268695
No,Yes,0,18162.770491609605
No,No,1047.7233901177594,45181.74859508903
No,No,0,48271.87044393424
No,No,327.32250807644454,29816.38032070506
No,No,771.6829167350533,38854.24248357768
No,Yes,873.6786523918431,17655.71003336863
No,No,974.907789283596,36763.14596895156
No,No,309.82399517597054,28139.625848568197
No,No,286.8523268950671,18402.164754527093
No,No,509.8522536537622,49345.42563791671
No,Yes,840.3386900938951,21097.370306915745
No,No,223.68691806152844,23513.29538430201
No,No,1407.2245708851635,22806.84821422426
No,No,1178.9826254713798,45545.16842315062
No,No,1298.484815224867,39143.291924242476
No,No,627.3533533329446,37616.465943812975
No,No,907.1697758956057,27631.567795772105
No,No,872.1518415587575,40524.338744951085
No,No,620.320355649478,52536.776646099745
No,No,380.33310801284017,30890.073604206576
No,No,1073.16853283521,51668.96083054713
No,No,883.2337539788239,32310.745021994346
No,Yes,1558.2178312629774,7364.83007811734
Yes,No,2023.7336027869358,32094.627805780605
No,Yes,803.9611047631502,13172.870507884905
No,No,1060.2047068750653,27870.15538900675
No,No,869.854539572928,33589.13954707434
No,Yes,1306.4830309386002,13984.785263021166
No,No,1597.8987412700471,36524.71624177313
No,No,1351.9624651976073,43630.03691643413
No,No,0,29475.3813765944
No,No,442.59092494244356,38947.35436963364
No,Yes,963.2011986996282,15938.066097304642
No,No,1063.7970872093579,41157.35714580826
No,No,214.41156273588433,42758.812820694104
No,No,1258.5763988019316,33571.14451803901
No,No,506.62715089438916,49068.87086522952
No,No,38.4077852191765,38702.1016770795
No,No,1237.5474004851003,37387.15415399339
No,No,0,47437.51223686643
No,No,555.665290924347,46584.73050122961
No,No,747.9375239476253,44030.46149125605
No,Yes,1000.6217678560678,17223.637965174035
No,No,773.6729475315672,40427.741925336566
No,No,744.7661996647436,35067.64372291178
No,No,953.1233641654903,51257.14389562131
No,No,998.3757695008843,37816.84390405198
No,Yes,1098.9556853544495,21025.927456403362
No,No,521.6873539063428,48700.15307987267
No,No,82.73038975006057,27627.224081282417
No,No,219.115003152167,31490.53342132012
No,No,276.3798286001857,38721.8679676236
No,Yes,1180.3638173922227,24063.31274481857
No,No,620.9185966511775,39099.30762545648
No,No,414.85756244206436,38030.82461653941
No,No,1389.890556247268,48689.73039424249
No,Yes,703.0119004144135,21411.930066558834
No,No,493.54942282841165,52241.9221585187
No,Yes,1351.411543012452,14003.47572443272
No,Yes,461.78276476853205,17609.830518970906
No,No,143.10226188053434,44846.901009428606
No,No,1280.0032337124526,30274.335597852656
No,Yes,1764.6827296234114,17995.72861276538
Yes,No,1648.4740168087951,55548.25417501712
No,No,0,37409.002991159985
No,No,610.5977515706002,22635.066474244046
No,No,355.14858572605544,55634.330648391624
No,Yes,472.51110078011334,19903.89205065299
No,No,786.0139114274817,52693.94375152613
No,No,772.7320740902168,47161.27670030983
No,No,751.297218621075,25013.614074511148
No,No,1433.7107804179795,42798.56551276192
No,No,1037.008598693302,36622.792230047315
No,Yes,1827.1349499216522,19616.009731542763
No,No,764.5059388561408,37869.21428859172
No,No,589.5420167430323,28237.8206768537
No,No,754.1274898949133,41341.80260420758
No,No,911.9264415048456,41249.28173542869
No,No,311.9182789518113,39694.48373140358
No,Yes,933.2872311767409,20694.587784427094
Yes,No,1374.474711727139,35805.70886093905
No,Yes,322.3119543377687,10056.110545317602
No,Yes,703.8387655201202,19318.059333545607
No,Yes,534.6929068242832,18729.56624041607
No,No,0,26626.48588121577
No,No,770.5198985192128,44509.57538798506
No,No,1015.7258813665342,31820.941271670556
No,No,421.1464996213631,61655.34804621949
No,No,1125.091402317428,33564.07555005542
No,No,857.380821963549,28755.180756509384
No,No,363.94146251625125,46155.53922000762
No,No,1157.7797014571588,32219.831728153506
No,No,993.3025510388595,28501.856006432514
No,Yes,403.45942743393437,15333.876288449104
Yes,Yes,2134.934487683949,20330.864872504913
No,Yes,1234.9427160087657,26919.115956006157
No,Yes,805.1042516826533,22174.028892472634
No,No,0,41933.095770191576
No,Yes,157.51404250203984,24506.18682621133
No,No,257.8976572229525,39477.031856565125
No,No,1056.915063156565,53080.58634490383
No,No,0,48290.85403293719
No,Yes,1730.2910812987002,19446.67572157892
No,No,694.500710655688,14150.91437752244
No,No,1546.760525846331,32928.63612557118
No,No,428.6653052867942,45570.7909478986
No,Yes,1764.5323087932957,18148.524077825292
No,Yes,1181.9796970175048,17223.36722793351
No,No,943.1323897524705,30178.734061648844
No,No,0,41234.89174987087
No,No,1087.1937668963951,54961.28848087361
No,No,14.820953053511857,32320.26552222416
No,No,0,47207.050720712716
No,No,836.0105904252182,40178.934699386205
No,No,1494.5211351974417,42280.4078513644
No,Yes,1318.5289569324834,15821.15234741231
No,No,431.12791513193054,37772.80471348032
No,No,1335.4735726542124,45847.382110677725
No,No,1141.4421758592907,27914.402252769323
No,No,795.1192916074535,38710.381327916286
No,No,1005.4440884864994,40615.342195768004
No,No,481.2401635976104,49010.75550573438
No,No,427.3401429653226,27260.735464562724
No,Yes,1157.5939252283013,17996.90332765865
No,No,890.2130228864357,43643.58239525753
No,Yes,1321.329158962667,20302.21946757235
No,No,1167.9436218251456,57256.00740638426
No,Yes,1197.1709527673206,10834.111379984566
No,Yes,922.8853555408148,22988.84265177708
No,No,834.7118945535823,28553.471881351616
No,Yes,1264.5869406466827,14649.15502273553
No,No,1603.665222706427,25802.303467604957
No,No,838.2760676993179,55082.317526615996
No,Yes,850.6772791251176,21251.639505371968
No,Yes,1508.307712962944,17645.305023788806
No,No,1272.4805787378632,34570.570662487626
No,No,981.8397962660367,23636.976342057802
No,No,487.69502091889063,46480.03596953323
No,No,1046.416672847167,47598.30736857011
No,No,1533.9172571245454,42888.641050994316
No,No,709.9535651642409,37302.62213169622
No,Yes,1610.0158576142967,19649.484428502186
No,Yes,645.6885304530899,14211.147136718024
No,No,377.7139958367838,46729.33299142606
No,No,994.990169963546,39315.95589098181
No,No,1240.6657442648136,57303.79193481336
No,No,736.5906123727668,37031.484769493036
No,No,1201.2306183540493,46478.15131839076
No,Yes,647.367388243078,16897.78965826851
No,No,1161.2399338944379,52064.47135294933
No,Yes,1521.91273780211,21370.793893882656
No,No,805.5206283140938,43383.706543757566
No,No,1155.3995479216155,34539.56437835738
No,No,613.1111420584767,38632.130636444046
No,No,623.9576762957279,46188.29495803095
No,No,1000.9010400086761,46469.10251606425
No,Yes,807.7488274449685,18760.345196982387
No,No,1156.0402075722552,38295.57123851325
No,No,637.2834639852744,32885.701992985494
No,Yes,1241.6909868400014,20105.06799950014
No,No,741.1930622414114,31104.00444724849
No,No,1169.8341131844286,39386.37002540721
No,No,0,35821.78652915971
No,No,1088.303199678934,33673.36068288628
No,Yes,0,22187.9662133554
No,No,608.9485801016632,26463.374761609648
No,Yes,431.3027892256299,15606.245841275058
No,No,512.653437908393,39631.695229879
No,Yes,1241.6164198853962,12058.597618862223
No,No,0,53058.255207207854
No,No,561.4337464249846,37884.96110397766
No,No,245.24428385851382,35132.221170220844
No,No,1081.063663306512,34138.32374314707
No,No,492.32645477731927,42317.24242181712
No,No,1349.5717504165482,50645.29056554317
No,Yes,1150.4316797749473,11666.9897505353
No,No,357.8658808535812,42499.0322877445
No,No,331.105276484828,45104.815196432064
No,Yes,1457.673369336053,20042.86397007658
No,Yes,852.3139524994002,15956.648843680516
No,No,1378.94051426054,43998.141402586385
No,Yes,1005.5215077974959,22128.080201591903
No,No,1420.9934535270293,34126.42168785195
No,No,570.2955411571429,30615.33054853793
No,Yes,1228.9903728544014,17304.643504305244
No,Yes,1142.9352565552897,20942.003338304217
No,No,759.3458148294361,32066.70672527262
No,No,846.6835116853898,41651.21557692652
Yes,No,2133.464208580185,28237.882340800545
No,No,354.574368417241,30954.47667577323
No,No,0,46450.96604152795
No,No,1051.4017328911693,30072.74930741902
No,No,0,41371.661191840976
No,No,887.4681370600028,30563.77025792566
No,No,688.1093445465681,20098.593455904203
No,No,1257.340630039912,40810.172766323034
No,No,1175.8176346672528,41447.5848149282
No,No,0,34838.43926514223
No,No,608.5517388168277,22555.50859423457
No,No,0,32608.48883846317
Yes,Yes,2110.556857914543,19345.104734805354
No,No,696.9001673066792,38713.317056346066
No,No,559.4685833462046,61187.81056969281
No,No,715.3929217729667,49473.37637558552
No,Yes,2026.8636312639408,20469.92948708852
No,Yes,1187.3588911904721,24267.39647989307
No,No,785.7906701164645,42887.592724908696
No,No,845.9203697520031,42799.439526428556
No,Yes,1032.6708146106616,13901.118966776568
No,No,861.2727391673019,38111.032867933194
No,No,1601.8779497620553,27885.163550552534
No,No,955.9270220709489,10836.723517075865
No,Yes,877.879803531887,18217.613651198917
No,No,1043.758264495739,31523.686895325285
No,Yes,1080.0715265151991,11239.531162971482
No,No,589.2178953778528,47722.17011433864
No,Yes,769.5312436545565,23048.540611557397
No,No,951.0475318968239,33326.58719765522
No,No,1189.158933643616,36223.87056423122
No,No,1709.3442853832614,35290.52311073562
No,Yes,1402.5539263349556,16607.564254743094
No,No,250.8795835440086,51662.22782238091
No,No,681.4176227029938,26426.229205610238
No,No,1333.2486592966566,39196.66300623396
No,No,858.7611253906302,29150.344013412796
No,Yes,992.7762448535943,14204.672146536777
No,No,265.3022838742622,32276.46293736108
No,No,754.4775776361067,31592.19989277859
No,Yes,584.0812285950117,24440.020350386036
No,No,1175.23337747506,47684.46112580421
No,No,1388.664149130951,31021.5500811071
No,No,410.0992650135199,37328.45502024374
No,No,59.13249863881083,34162.23525608315
No,Yes,1939.7123604589801,13836.986066001757
No,No,886.149057557468,24466.125385544186
No,No,770.9994018671457,40990.62149802829
No,Yes,306.41092706328425,13594.188233110412
No,No,1022.1016376558862,37095.2159409159
No,No,847.9840352928718,24950.53392434017
No,No,1596.2278075223412,42993.576526292316
No,Yes,1635.2229419407838,8531.038085429022
No,No,0,45217.85065695695
No,No,1306.7969160246198,48799.511906918124
No,No,932.9523691242326,35858.18915076584
No,Yes,1052.875141709124,13486.146940163602
No,Yes,1304.6343462826524,13496.879871494122
No,Yes,2052.1334632791977,13130.653603687053
No,No,1216.7256158745438,52377.848900025536
No,No,526.4708649971687,44241.565615351035
No,No,153.44793613491765,36813.198705743365
No,No,905.641505720143,47271.34912169113
No,No,1068.8739570938408,41690.04867078054
No,No,0,30049.100261794498
No,Yes,992.4400190122436,14207.268343466387
No,No,964.6025631130057,36676.57165242753
No,No,493.63542642897175,43524.24977808045
No,No,835.6564355114001,44234.17038604375
No,No,480.093086854764,57068.1304585653
No,No,637.6018700286508,52347.76202347254
No,Yes,2134.015626797425,17897.646612874803
No,No,1475.2072293507458,42243.177484701635
No,No,887.343288415293,55751.72089974233
No,No,1376.3099112446403,43234.13992467665
No,No,1304.7008790996517,45162.65104344161
No,No,225.50610401946392,54534.70971972062
No,No,1261.268218567462,39984.529589422586
No,Yes,30.58367171545433,16246.573054336506
No,Yes,437.0352357557788,16261.207573081765
No,No,922.6374027078391,52205.50687408317
No,No,412.7468149042539,44650.078428727145
No,No,693.1013449420797,54492.747958007065
No,Yes,915.4626481639001,27283.31982937632
No,Yes,1322.4928118506882,22930.445000146523
No,No,1610.086987666618,40498.99810748186
No,No,1113.134256781096,27110.60300867408
No,No,0,47803.258370641925
No,No,1163.1463852209113,44424.825963554256
No,No,924.2953475316131,26397.597291487557
Yes,Yes,1983.2344746181238,25687.929747438284
No,No,725.7005868012801,49337.40234624931
No,Yes,1030.4961553029057,16662.731567003237
No,Yes,1038.9770199785996,13739.719282871258
No,Yes,292.8574108093801,15220.935872348113
No,Yes,495.1139112915017,14881.840617552027
No,No,659.0404107816896,47942.249821944904
No,No,291.9681396892169,48511.603079350374
No,No,471.35651744727403,45573.3081141684
No,No,855.8223810053129,56219.80883662982
No,No,918.6817794255973,48160.52428716472
No,No,1251.3225501333723,37881.820957953976
Yes,No,1066.8840841232459,44918.41231681816
No,Yes,1427.1240369434745,12553.88673131003
No,Yes,1263.880058490021,12418.80764743752
No,Yes,1128.1414929101998,10159.241880993952
No,No,694.398583061349,36570.425441015235
No,Yes,805.398004854441,17902.57919336648
No,No,519.517295548749,39704.69296251217
No,Yes,1051.2971607829222,16299.611750327102
No,No,421.8969022149725,37323.75941271674
No,Yes,622.4137203146374,13072.027962172946
No,Yes,1005.2642482140934,21394.124008565926
No,Yes,537.4925428624792,9421.714857858273
No,Yes,189.99871419106228,24716.956129274487
No,No,309.862823258618,56100.054413990154
No,No,969.4457592172571,33411.8010856992
No,Yes,775.5892326047758,17030.578853564602
No,No,1296.4747370346245,48682.37350495296
No,No,1037.155516459079,38490.38488812634
No,No,978.6521802748574,25742.11973055962
No,No,965.0461320813267,47987.31974782972
No,Yes,816.0427981351293,17894.793773405403
No,Yes,716.1857508586545,7997.6229436193225
No,No,1130.608881095477,43936.646409487934
No,No,383.70490110482024,41311.243952366785
No,No,1008.1545217389549,20326.59218262277
No,No,652.8174542807793,41161.85735422432
No,Yes,1232.7947365652817,16279.185401229777
No,No,803.2244010439354,52869.80780804779
No,Yes,1443.4316955288157,22693.657754651293
No,Yes,1288.4485599570733,21216.962573711226
No,No,0,43193.23214906196
No,Yes,1053.3326406301485,10212.502357968722
No,Yes,744.7879023838049,22343.09738931478
No,No,412.68761316904914,33923.458043493716
No,No,943.4020371240156,35281.72848695701
No,No,1192.9740283356657,39504.476023621966
No,Yes,1071.5115826473673,11082.062899151722
No,No,1493.2704665861888,41005.217476355276
No,Yes,1132.8377206698644,15703.025200747445
No,Yes,597.4840406336865,14796.749670208927
No,Yes,792.9754860573239,17346.170924464164
No,No,1376.0754007189864,22317.565592081326
No,No,1060.0169211173823,39757.43816623801
No,No,532.3267380595431,30851.27776922746
No,No,0,28711.757129847276
No,Yes,894.1258091538531,24670.118895971922
No,No,906.4363881611489,37309.68180736406
No,No,0,28727.12016285752
No,No,506.4259139449975,35333.18222140853
No,Yes,943.5017210889365,14123.703565880165
No,Yes,0,14874.800211483373
No,No,442.4895648676924,54996.842750042415
No,Yes,380.9633077081651,20117.83003446028
No,No,961.9993530159863,37073.19238117294
Yes,No,1789.0933910998747,48331.12685753934
No,No,76.47608895560268,27283.69174396721
No,No,1067.1390256162304,53995.730495026364
No,No,0,39592.4369317594
No,No,253.13198215379583,40973.64654381818
No,No,1056.9283475285697,55409.459596840636
No,No,179.70007051144978,37727.53511613062
No,Yes,990.9357626519829,18197.228728977898
No,No,693.7537182710821,36723.448773145574
No,No,965.2768178004712,37705.24322058483
No,No,300.8762062277721,51423.694642596834
No,No,1265.044932066614,47297.722704089945
No,No,558.670513820666,40335.610990647874
No,No,1183.9833114404878,53599.745526913335
No,Yes,1165.8402091098703,20495.158600731527
No,Yes,1542.1912265294363,17265.918614527105
No,Yes,587.7677591471848,22669.424329899422
No,No,0,31005.035758009402
No,No,389.97669455325075,27329.979313783246
No,No,647.0759009974261,55522.62392515045
No,No,70.98316299347175,40012.53291213163
No,Yes,115.54535551068568,12670.027619834604
No,No,90.93344719348147,42451.73557619004
No,No,1230.4242558487063,51716.73990083113
No,No,201.55839942573118,27924.846563072642
No,Yes,1562.8461550518093,10353.903910750554
No,Yes,622.8952091463739,11019.87755885391
No,Yes,1142.1269552482158,9184.732761569832
No,Yes,1796.2676398116287,21126.177207055214
No,No,947.4239701241829,38505.78386712037
No,No,419.440579482408,34332.661313693294
No,No,1660.8277018240242,53754.20072160962
No,No,391.2404617408774,24972.245913615945
No,No,613.4309364704343,34745.00747182633
No,Yes,1024.1088069468915,18667.9256525825
No,Yes,0,25976.065114689583
No,No,1252.9583376934456,33876.18903025114
No,No,708.8374817610845,55675.75986357127
No,No,266.64708607316754,16515.30842669266
No,Yes,1339.363614053903,19496.165215013883
No,No,781.595335858498,49457.10529703423
No,Yes,1021.3701108660177,19032.509011201895
No,No,948.494278459002,40739.85993057702
No,Yes,1312.9337796341486,20208.54460864327
No,No,0,50861.78884836415
No,No,0,24566.483365516324
No,No,0,30922.604212662292
No,Yes,859.3369636985167,13993.65453717058
No,No,646.1576679919416,45696.83161198724
Yes,Yes,1707.91463425405,10591.71741942946
No,No,133.6734549622563,28492.400303822407
No,Yes,80.59567581702686,16145.637695106463
No,Yes,631.6008477131547,17845.074154979146
No,No,1236.617914060096,40668.725396317124
No,No,742.5833733376979,40085.43994992868
No,Yes,97.03146277555072,12731.757553272146
No,No,1054.2221103623895,50900.24255660651
No,No,959.6002870135411,29850.212069957593
No,No,1258.8522773849054,33683.181733179896
No,No,443.2464668123846,36547.16104114522
No,No,1605.102415277463,26126.329438276673
No,No,0,25964.844339755113
No,No,832.6459751189822,25106.374781993123
No,Yes,443.53702883500637,19632.175421715066
No,No,817.431769304621,40088.05051494097
No,No,881.6637997410162,43725.9975260941
No,No,1154.094273802245,48400.241152690665
No,Yes,961.5755637264958,9681.493892600762
No,Yes,516.1219595382465,17538.46161810023
No,Yes,1357.4118680546935,22572.79012563354
No,No,1036.0305944707266,35261.35578006622
No,Yes,900.6093416679449,17802.927260315388
No,No,1516.3260249686655,46393.264538099065
No,Yes,1015.2045349383895,22208.328918899675
No,No,232.10574396161326,40368.95685367827
No,Yes,1082.2841329793903,19451.816282109463
No,No,682.4396607805833,17992.971178187505
No,Yes,1218.1388796677973,18144.984832695856
No,No,802.4131421852466,47444.49280198331
No,No,143.85489826396383,38014.87348862504
